pokedex_number,name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,attack,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
626,Bouffalant,"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,110,95,1.6,95,40,95,55,normal,,94.6,5,0
627,Rufflet,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,350,190,83,50,0.5,70,37,50,60,normal,flying,10.5,5,0
628,Braviary,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,510,60,123,75,1.5,100,57,75,80,normal,flying,41,5,0
629,Vullaby,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,370,190,55,75,0.5,70,45,65,60,dark,flying,9,5,0
630,Mandibuzz,"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,510,60,65,105,1.2,110,55,95,80,dark,flying,39.5,5,0
631,Heatmor,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,484,90,97,66,1.4,85,105,66,65,fire,,58,5,0
632,Durant,"['Swarm', 'Hustle', 'Truant']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,484,90,109,112,0.3,58,48,48,109,bug,steel,33,5,0
633,Deino,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,300,45,65,50,0.8,52,45,50,38,dark,dragon,17.3,5,0
634,Zweilous,['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,420,45,85,70,1.4,72,65,70,58,dark,dragon,50,5,0
635,Hydreigon,['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,600,45,105,90,1.8,92,125,90,98,dark,dragon,160,5,0
636,Larvesta,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,360,45,85,55,1.1,55,50,55,60,bug,fire,28.8,5,0
637,Volcarona,"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,550,15,60,65,1.6,85,135,105,100,bug,fire,46,5,0
638,Cobalion,['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,20480,35,580,3,90,129,2.1,91,90,72,108,steel,fighting,250,5,1
639,Terrakion,['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,20480,35,580,3,129,90,1.9,91,72,90,108,rock,fighting,260,5,1
640,Virizion,['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,20480,35,580,3,90,72,2,91,90,129,108,grass,fighting,200,5,1
641,Tornadus,"['Prankster', 'Defiant', 'Regenerator']",0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,100,80,1.5,79,110,90,121,flying,,63,5,1
642,Thundurus,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,105,70,1.5,79,145,80,101,electric,flying,61,5,1
643,Reshiram,['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,30720,0,680,3,120,100,3.2,100,150,120,90,dragon,fire,330,5,1
644,Zekrom,['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,30720,0,680,3,150,120,2.9,100,120,100,90,dragon,electric,345,5,1
645,Landorus,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,145,90,1.5,89,105,80,91,ground,flying,68,5,1
646,Kyurem,"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,120,90,3,125,170,100,95,dragon,ice,325,5,1
647,Keldeo,['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,20480,35,580,3,72,90,1.4,91,129,90,108,water,fighting,48.5,5,1
648,Meloetta,['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,128,90,0.6,100,77,77,128,normal,psychic,6.5,5,1
649,Genesect,['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,30720,0,600,3,120,95,1.5,71,120,95,99,bug,steel,82.5,5,1
650,Chespin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,313,45,61,65,0.4,56,48,45,38,grass,,9,6,0
651,Quilladin,"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,78,95,0.7,61,56,58,57,grass,,29,6,0
652,Chesnaught,"['Overgrow', 'Bulletproof']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,5120,70,530,45,107,122,1.6,88,74,75,64,grass,fighting,90,6,0
653,Fennekin,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,307,45,45,40,0.4,40,62,60,60,fire,,9.4,6,0
654,Braixen,"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,409,45,59,58,1,59,90,70,73,fire,,14.5,6,0
655,Delphox,"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,5120,70,534,45,69,72,1.5,75,114,100,104,fire,psychic,39,6,0
656,Froakie,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,56,40,0.3,41,62,44,71,water,,7,6,0
657,Frogadier,"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,63,52,0.6,54,83,56,97,water,,10.9,6,0
658,Greninja,"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,70,640,45,145,67,1.5,72,153,71,132,water,dark,40,6,0
659,Bunnelby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,237,255,36,38,0.4,38,32,36,57,normal,,5,6,0
660,Diggersby,"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,3840,70,423,127,56,77,1,85,50,77,78,normal,ground,42.4,6,0
661,Fletchling,"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,278,255,50,43,0.3,45,40,38,62,normal,flying,1.7,6,0
662,Fletchinder,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,382,120,73,55,0.7,62,56,52,84,fire,flying,16,6,0
663,Talonflame,"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,3840,70,499,45,81,71,1.2,78,74,69,126,fire,flying,24.5,6,0
664,Scatterbug,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,200,255,35,40,0.3,38,27,25,35,bug,,2.5,6,0
665,Spewpa,"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,213,120,22,60,0.3,45,27,30,29,bug,,8.4,6,0
666,Vivillon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,3840,70,411,45,52,50,1.2,80,90,50,89,bug,flying,17,6,0
667,Litleo,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,369,220,50,58,0.6,62,73,54,72,fire,normal,13.5,6,0
668,Pyroar,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,507,65,68,72,1.5,86,109,66,106,fire,normal,81.5,6,0
669,Flabébé,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,303,225,38,39,0.1,44,61,79,42,fairy,,0.1,6,0
670,Floette,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,551,120,65,67,0.2,74,125,128,92,fairy,,0.9,6,0
671,Florges,"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,552,45,65,68,1.1,78,112,154,75,fairy,,10,6,0
672,Skiddo,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,350,200,65,48,0.9,66,62,57,52,grass,,31,6,0
673,Gogoat,"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,531,45,100,62,1.7,123,97,81,68,grass,,91,6,0
674,Pancham,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,348,220,82,62,0.6,67,46,48,43,fighting,,8,6,0
675,Pangoro,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,6400,70,495,65,124,78,2.1,95,69,71,58,fighting,dark,136,6,0
676,Furfrou,['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,472,160,80,60,1.2,75,65,90,102,normal,,28,6,0
677,Espurr,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,355,190,48,54,0.3,62,63,60,68,psychic,,3.5,6,0
678,Meowstic,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,466,75,48,76,0.6,74,83,81,104,psychic,,8.5,6,0
679,Honedge,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,325,180,80,100,0.8,45,35,37,28,steel,ghost,2,6,0
680,Doublade,['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,448,90,110,150,0.8,59,45,49,35,steel,ghost,4.5,6,0
681,Aegislash,['Stance Change'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,5120,70,520,45,150,50,1.7,60,150,50,60,steel,ghost,53,6,0
682,Spritzee,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,341,200,52,60,0.2,78,63,65,23,fairy,,0.5,6,0
683,Aromatisse,"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,462,140,72,72,0.8,101,99,89,29,fairy,,15.5,6,0
684,Swirlix,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,341,200,48,66,0.4,62,59,57,49,fairy,,3.5,6,0
685,Slurpuff,"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,5120,70,480,140,80,86,0.8,82,85,75,72,fairy,,5,6,0
686,Inkay,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,288,190,54,53,0.4,53,37,46,45,dark,psychic,3.5,6,0
687,Malamar,"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5120,70,482,80,92,88,1.5,86,68,75,73,dark,psychic,47,6,0
688,Binacle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,306,120,52,67,0.5,42,39,56,50,rock,water,31,6,0
689,Barbaracle,"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,5120,70,500,45,105,115,1.3,72,54,86,68,rock,water,96,6,0
690,Skrelp,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,320,225,60,60,0.5,50,60,60,30,poison,water,7.3,6,0
691,Dragalge,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,5120,70,494,55,75,90,1.8,65,97,123,44,poison,dragon,81.5,6,0
692,Clauncher,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,330,225,53,62,0.5,50,58,63,44,water,,8.3,6,0
693,Clawitzer,['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,500,55,73,88,1.3,71,120,89,59,water,,35.3,6,0
694,Helioptile,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,289,190,38,33,0.5,44,61,43,70,electric,normal,6,6,0
695,Heliolisk,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,5120,70,481,75,55,52,1,62,109,94,109,electric,normal,21,6,0
696,Tyrunt,"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,362,45,89,77,0.8,58,45,45,48,rock,dragon,26,6,0
697,Tyrantrum,"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,7680,70,521,45,121,119,2.5,82,69,59,71,rock,dragon,270,6,0
698,Amaura,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,362,45,59,50,1.3,77,67,63,46,rock,ice,25.2,6,0
699,Aurorus,"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,7680,70,521,45,77,72,2.7,123,99,92,58,rock,ice,225,6,0
700,Sylveon,"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,8960,70,525,45,65,65,1,95,110,130,60,fairy,,23.5,6,0
701,Hawlucha,"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,5120,70,500,100,92,75,0.8,78,74,63,118,fighting,flying,21.5,6,0
702,Dedenne,"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,5120,70,431,180,58,57,0.2,67,81,67,101,electric,fairy,2.2,6,0
703,Carbink,"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,500,60,50,150,0.3,50,50,150,50,rock,fairy,5.7,6,0
704,Goomy,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,300,45,50,35,0.3,45,55,75,40,dragon,,2.8,6,0
705,Sliggoo,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,452,45,75,53,0.8,68,83,113,60,dragon,,17.5,6,0
706,Goodra,"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,600,45,100,70,2,90,110,150,80,dragon,,150.5,6,0
707,Klefki,"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,5120,70,470,75,80,91,0.2,57,80,87,75,steel,fairy,3,6,0
708,Phantump,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,309,120,70,48,0.4,43,50,60,38,ghost,grass,7,6,0
709,Trevenant,"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,474,60,110,76,1.5,85,65,82,56,ghost,grass,71,6,0
710,Pumpkaboo,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,335,120,66,70,0.8,59,44,55,41,ghost,grass,15,6,0
711,Gourgeist,"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,5120,70,494,60,100,122,1.7,85,58,75,54,ghost,grass,39,6,0
712,Bergmite,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,304,190,69,85,1,55,32,35,28,ice,,99.5,6,0
713,Avalugg,"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,514,55,117,184,2,95,44,46,28,ice,,505,6,0
714,Noibat,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,245,190,30,35,0.5,40,45,40,55,flying,dragon,8,6,0
715,Noivern,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,5120,70,535,45,70,80,1.5,85,97,80,123,flying,dragon,85,6,0
716,Xerneas,['Fairy Aura'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,30720,0,680,45,131,95,3,126,131,98,99,fairy,,215,6,1
717,Yveltal,['Dark Aura'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,30720,0,680,45,131,95,5.8,126,131,98,99,dark,flying,203,6,1
718,Zygarde,"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,30720,0,708,3,100,121,5,216,91,95,85,dragon,ground,284.6,6,1
719,Diancie,['Clear Body'],0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,6400,70,700,3,160,110,0.7,50,160,110,110,rock,fairy,8.8,6,1
720,Hoopa,['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,30720,100,680,3,160,60,,80,170,130,80,psychic,ghost,,6,1
721,Volcanion,['Water Absorb'],0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,30720,100,600,3,110,120,1.7,80,130,90,70,fire,water,195,6,1
722,Rowlet,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,320,45,55,55,0.3,68,50,50,42,grass,flying,1.5,7,0
723,Dartrix,"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,3840,70,420,45,75,75,0.7,78,70,70,52,grass,flying,16,7,0
724,Decidueye,"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,3840,70,530,45,107,75,1.6,78,100,100,70,grass,ghost,36.6,7,0
725,Litten,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,320,45,65,40,0.4,45,60,40,70,fire,,4.3,7,0
726,Torracat,"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,3840,70,420,45,85,50,0.7,65,80,50,90,fire,,25,7,0
727,Incineroar,"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,3840,70,530,45,115,90,1.8,95,80,90,60,fire,dark,83,7,0
728,Popplio,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,320,45,54,54,0.4,50,66,56,40,water,,7.5,7,0
729,Brionne,"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,420,45,69,69,0.6,60,91,81,50,water,,17.5,7,0
730,Primarina,"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,3840,70,530,45,74,74,1.8,80,126,116,60,water,fairy,44,7,0
731,Pikipek,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,265,255,75,30,0.3,35,30,30,65,normal,flying,1.2,7,0
732,Trumbeak,"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,355,120,85,50,0.6,55,40,50,75,normal,flying,14.8,7,0
733,Toucannon,"['Keen Eye', 'Skill Link', 'Sheer Force']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,3840,70,485,45,120,75,1.1,80,75,75,60,normal,flying,26,7,0
734,Yungoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,253,255,70,30,0.4,48,30,30,45,normal,,6,7,0
735,Gumshoos,"['Stakeout', 'Strong Jaw', 'Adaptability']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3840,70,418,127,110,60,0.7,88,55,60,45,normal,,14.2,7,0
736,Grubbin,['Swarm'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,300,255,62,45,0.4,47,55,45,46,bug,,4.4,7,0
737,Charjabug,['Battery'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,400,120,82,95,0.5,57,55,75,36,bug,electric,10.5,7,0
738,Vikavolt,['Levitate'],1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,3840,70,500,45,70,90,1.5,77,145,75,43,bug,electric,45,7,0
739,Crabrawler,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,5120,70,338,225,82,57,0.6,47,42,47,63,fighting,,7,7,0
740,Crabominable,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,5120,70,478,60,132,77,1.7,97,62,67,43,fighting,ice,180,7,0
741,Oricorio,['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,5120,70,476,45,70,70,0.6,75,98,70,93,fire,flying,3.4,7,0
742,Cutiefly,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,304,190,45,40,0.1,40,55,40,84,bug,fairy,0.2,7,0
743,Ribombee,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,5120,70,464,75,55,60,0.2,60,95,70,124,bug,fairy,0.5,7,0
744,Rockruff,"['Keen Eye', 'Vital Spirit', 'Steadfast']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,280,190,65,40,0.5,45,30,40,60,rock,,9.2,7,0
745,Lycanroc,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,3840,70,487,90,115,75,,85,55,75,82,rock,,,7,0
746,Wishiwashi,['Schooling'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,3840,70,620,60,140,130,0.2,45,140,135,30,water,,0.3,7,0
747,Mareanie,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,305,190,53,62,0.4,50,43,52,45,poison,water,8,7,0
748,Toxapex,"['Merciless', 'Limber', 'Regenerator']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,5120,70,495,75,63,152,0.7,50,53,142,35,poison,water,14.5,7,0
749,Mudbray,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,385,190,100,70,1,70,45,55,45,ground,,110,7,0
750,Mudsdale,"['Own Tempo', 'Stamina', 'Inner Focus']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,5120,70,500,60,125,100,2.5,100,55,85,35,ground,,920,7,0
751,Dewpider,"['Water Bubble', 'Water Absorb']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,3840,70,269,200,40,52,0.3,38,40,72,27,water,bug,4,7,0
